9455145;AIALIK BAY, NORTH END, AK;-149.71500000;59.95333333;Jun 29, 2000;Aug 26, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455146;AIALIK SILL, AIALIK BAY, AK;-149.71833333;59.88500000;Jun 29, 2000;Nov 11, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455921;ANCHORAGE (BACKUP ADR), AK;-149.88833333;61.23833333;Aug 31, 1977;Jul 01, 1995;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452141;ANNEX CREEK ENTRANCE, AK;-134.10000000;58.31666666;May 07, 1984;May 05, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9461380;Adak Island, AK;-176.63166666;51.86333333;Aug 21, 1943;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9468283;Akeftapak, St. Lawrence Island, AK;-171.64500000;63.71833333;Jun 13, 2011;Oct 07, 2011;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462719;Akun Cove, Akun Island, AK;-165.53333333;54.23333333;Apr 10, 2009;Sep 21, 2011;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462694;Akutan, Alaska, AK;-165.80000000;54.13333333;Mar 07, 2009;May 01, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457804;Alitak, AK;-154.24833333;56.89666666;May 31, 1929;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455606;Anchor Point, Cook Inlet, AK;-151.86666666;59.77166666;Jul 12, 1979;Nov 03, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451317;Anchor Point, AK;-132.92666666;56.63833333;Sep 28, 1978;May 21, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455920;Anchorage, AK;-149.89000000;61.23666666;Apr 24, 1964;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454794;Applegate Island, AK;-148.16500000;60.62333333;May 10, 1978;Oct 30, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9461710;Atka, AK;-174.17166666;52.23166666;Aug 01, 2006;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455128;BEAR COVE, AIALIK PENINSULA, KENAI PENIN, AK;-149.61500000;59.80166666;Jun 25, 2000;Nov 15, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450906;BECK ISLAND, CLARENCE STRAIT, AK;-132.86166666;56.04666666;May 03, 1978;Sep 18, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454907;BLACKSTONE BAY, PR. WILLIAM SOUND, AK;-148.52333333;60.76500000;Sep 08, 1995;Oct 12, 1995;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454381;BLIGH ISLAND, T-16, AK;-146.79833333;60.80666666;Jun 06, 1977;Aug 08, 1977;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454818;BLUE FjORD, PORT NELLIE JUAN, AK;-148.24166666;60.49166666;Jun 06, 1961;Oct 31, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455777;BOULDER POINT, AK;-151.24500000;60.77666666;Sep 19, 1998;Jul 04, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450949;BURNETTE INLET, ETOLIN ISLAND, AK;-132.47833333;56.07333333;Sep 13, 1973;May 10, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451074;BUSHY ISLAND, SNOW PASSAGE, AK;-132.98500000;56.27666666;Aug 01, 1916;May 10, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454755;Bainbridge Point, AK;-148.04166666;60.19666666;Jun 14, 1978;Sep 09, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451625;Baranof,  Warm Spring Bay, AK;-134.82500000;57.08833333;Jun 24, 1926;Sep 17, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452318;Barlow Cove, AK;-134.87833333;58.32166666;Apr 05, 1999;Jun 07, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9494935;Barrow Offshore, AK;-156.73000000;71.36000000;Aug 13, 2008;Aug 20, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9499176;Barter Island, AK;-143.61166666;70.12833333;Jul 16, 1948;Oct 26, 2008;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455595;Bear Cove, Kachemak Bay, AK;-151.02333333;59.72500000;May 05, 1980;Sep 18, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451287;Beecher Pass, AK;-132.98666666;56.59500000;Sep 30, 1977;Sep 07, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9466477;Bethel, Kuskokwim River, AK, AK;-161.75000000;60.80000000;Jun 27, 1970;Oct 10, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450623;Big Salt Lake, AK;-132.95000000;55.60000000;May 16, 2008;Jun 15, 2008;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462645;Biorka Village, Biverly Inlet, AK;-166.21666666;53.82833333;Oct 08, 1934;Aug 11, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9459251;Bird Island, Shumagin Bank, AK;-159.76000000;54.83500000;Jul 10, 2013;Sep 11, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450973;Blashke Island, AK;-132.89500000;56.12666666;Aug 25, 2002;Sep 17, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452378;Boat Harbor, AK;-135.16500000;58.62833333;;May 03, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451012;Bradfield Canal, AK;-131.57166666;56.18333333;Oct 07, 2005;Nov 07, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462676;Broad Bight, AK;-165.93666666;54.06500000;May 28, 2013;Aug 18, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450914;Burrough Bay, Behm Canal, AK;-131.09500000;56.03833333;May 14, 1931;Jun 18, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454374;Busby Island, AK;-146.78166666;60.89833333;Aug 23, 2004;Sep 13, 2004;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455151;CAMP COVE, HARRIS PENNINSULA, AK;-149.74833333;59.69333333;Aug 29, 2000;Nov 11, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451781;CANNERY COVE, PYBUS BAY, AK;-134.13333333;57.30666666;Oct 09, 1925;Apr 27, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454777;CHENEGA ISLAND (S.W. END), AK;-148.11333333;60.28333333;Jun 26, 1957;Nov 01, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458945;CHIGNIK LAGOON MAIN CHANNEL, AK;-158.51500000;56.32333333;Aug 01, 1997;Aug 24, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458917;CHIGNIK, ANCHORAGE BAY, AK;-158.40000000;56.29666666;May 21, 1924;Aug 26, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452421;CHILKAT INLET, AK;-135.40000000;59.17000000;May 08, 1998;Jun 21, 1998;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455735;CHINULNA POINT, COOK INLET, AK;-151.28333333;60.50333333;Aug 22, 1974;Jul 21, 1995;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9465261;CLARKS POINT, NUSHAGAK BAY, AK;-158.55166666;58.84833333;Jun 12, 1947;Aug 23, 2012;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454851;COCHRANE BAY, PR. WILLIAM SOUND, AK;-148.35666666;60.66333333;Aug 22, 1995;Oct 21, 1995;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451335;COSMOS POINT, AK;-132.61666666;56.66333333;Jul 16, 1962;May 29, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450551;CRAIG, AK;-133.14166666;55.48833333;Apr 17, 2007;Jul 03, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455159;CRATER BAY, HARRIS BAY, AK;-149.78666666;59.71333333;Jul 11, 2000;Nov 14, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452082;CRIB POINT, PORT SNETTISHAM, STEPHENS PA, AK;-133.74166666;58.09666666;Jun 04, 1997;Jun 20, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462941;Cape Chunak, AK, AK;-163.53500000;55.06333333;May 18, 2014;Sep 06, 2014;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9490096;Cape Espenberg, Kotzebue Sound, AK;-164.25000000;66.58500000;Jun 23, 2015;Dec 01, 2015;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454329;Cape Hichinbrook, AK;-146.64833333;60.23833333;Jun 14, 1979;Jun 12, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455711;Cape Kasilof, AK;-151.38000000;60.33666666;Jul 16, 1978;Aug 27, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9490571;Cape Krusenstern, AK;-163.32166666;67.05333333;Jun 07, 2011;Oct 12, 2011;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462787;Cape Sarichef, Unimak Island, AK;-164.92833333;54.60000000;May 24, 1939;Aug 10, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9465601;Carter Bay, Kuskokwim Bay, AK;-162.03000000;59.37833333;May 27, 2011;Oct 05, 2011;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458907;Castle Bay, AK;-158.34666666;56.23166666;Jun 01, 2001;Jun 07, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458849;Chankliut Island, AK;-158.10666666;56.14666666;Jul 15, 1997;Jul 30, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458293;Chirikof Island, AK;-155.74000000;55.80833333;May 14, 2006;Sep 05, 2006;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458519;Chowiet island, AK;-156.69833333;56.05166666;Jun 04, 1925;Aug 20, 2001;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9459949;Cold Bay, AK;-162.69833333;55.20833333;Jun 19, 1969;Sep 25, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454460;Columbia Glacier, AK;-147.08500000;61.02333333;Sep 01, 2005;Oct 03, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452682;Composite Island, Glacier Bay, AK;-136.57333333;58.88833333;Jul 27, 1959;Nov 06, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454050;Cordova, AK;-145.75500000;60.55833333;May 14, 1949;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452346;Cove Point, AK;-135.02833333;58.75166666;Apr 20, 1998;May 25, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450296;Custom House Cove, Mary Island, AK;-131.21666666;55.10000000;;May 23, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9453196;DISENCHANTMENT BAY, AK;-139.55500000;60.04666666;Jun 14, 1999;Jun 20, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9466931;Dall Point, AK;-166.14833333;61.53166666;Jun 06, 2007;Sep 09, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469751;Deering, AK;-162.74000000;66.09666666;Jun 07, 2011;Oct 15, 2011;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9459758;Dolgoi Harbor, Dolgoi Island, AK;-161.79166666;55.12166666;Apr 30, 2005;Aug 12, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451376;Dorothy Cove, AK;-135.07500000;56.72166666;Oct 02, 1924;Jul 22, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457393;Dovolno Point, Kizhuyak Bay, AK;-152.87500000;57.73833333;Sep 19, 2012;Oct 25, 2012;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450998;Dry Pass, EL Capitan Passage, AK;-133.41333333;56.16333333;Apr 15, 1957;Aug 01, 2012;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450286;Dunbar Inlet GPS Tide Buoy, AK;-132.81500000;55.08833333;;Jun 10, 2016;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450997;EL Capitan Passage, AK;-133.33000000;56.16333333;Nov 20, 1922;Aug 01, 2012;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452635;ELFIN COVE, PORT ALTHORP (BACKUP), AK;-136.34333333;58.19333333;;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9468863;ELIM, NORTON BAY, AK;-162.24833333;64.61666666;Aug 23, 1984;May 31, 1986;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451706;ELIZA HARBOR, FREDERICK SOUND, AK;-134.28666666;57.18833333;Apr 14, 1996;May 01, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454757;ESHAMY LAGOON, KNIGHT ISLAND PASSAGE, AK;-148.04500000;60.46166666;Oct 24, 1996;Nov 02, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452437;EXCURSION INLET (SOUTH END), AK;-135.44666666;58.41666666;Jun 14, 1923;Jun 08, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9466012;Eastern Nunivak Island, AK;-165.68000000;60.04333333;Jun 08, 2016;Sep 28, 2016;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452634;Elfin Cove, AK;-136.34666666;58.19500000;May 13, 1938;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451438;Entrance Island, AK;-133.78666666;56.81166666;Apr 16, 1929;Jun 08, 2006;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450251;Entrance to Windy Cove, AK;-133.02333333;55.03500000;;Jun 17, 2016;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455914;FIRE ISLAND (BACKUP), AK;-150.20500000;61.17333333;Jun 15, 1992;Aug 03, 1992;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9498381;FLAXMAN ISLAND, ARCTIC, AK;-146.05000000;70.18500000;Oct 21, 1906;Sep 08, 1987;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452321;FUNTER, MANSFIELD PENINSULA, AK;-134.89500000;58.25500000;Jul 25, 1922;May 10, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452328;False Bay, Chatham Strait, AK;-134.93500000;57.96666666;May 03, 1984;Sep 14, 2007;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462955;False Pass, Unimak Island, AK;-163.40666666;54.85833333;;Sep 05, 2014;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455912;Fire Island, Cook Inlet, AK;-150.21333333;61.17333333;Jun 05, 1978;Aug 01, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454807;GRANITE MINE (BACKUP), AK;-148.21166666;60.95000000;Aug 13, 1992;Oct 29, 1992;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454806;GRANITE MINE, AK;-148.21166666;60.95000000;May 11, 1978;Oct 29, 1992;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454153;GRAVINA RIVER, AK;-146.07833333;60.76833333;Jun 23, 1976;Oct 26, 2006;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457726;Geese Island GPS Tide Buoy, AK;-153.99666666;56.59500000;Jun 24, 2016;Jul 31, 2016;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451421;Golf Island, AK;-135.39333333;56.78666666;Jun 16, 1942;Jun 27, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469833;Goodhope Bay, AK;-163.90333333;66.23000000;Jun 20, 2015;Oct 07, 2015;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455963;Goose Creek, Cook Inlet, AK;-149.84666666;61.39333333;Jun 20, 1974;Aug 06, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462705;Green Bight, AK;-165.66166666;54.11000000;Jun 02, 2013;Aug 21, 2013;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454751;Guguak, AK;-148.03833333;60.10000000;Jul 14, 1978;Sep 12, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454824;HARRIMAN FIORD, AK;-148.31333333;61.03500000;Sep 11, 1992;Oct 15, 1992;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452292;HAWK INLET, AK;-134.75833333;58.12666666;May 15, 1917;May 08, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451634;HERRING BAY, FREDERICK SOUND, AK;-134.38000000;57.11333333;Apr 09, 1996;May 02, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454691;HERRING POINT, KNIGHT ISLAND, PR WIL SND, AK;-147.79166666;60.47500000;Jun 08, 1978;Oct 16, 1998;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452067;HOLKHAM BAY, STEPHENS PASSAGE, AK;-133.60333333;57.76000000;Sep 12, 1973;Jun 25, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455557;HOMER, AK;-151.42000000;59.60333333;Sep 24, 1910;Aug 01, 1975;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452294;Hawk Inlet, AK;-134.77666666;58.08500000;May 10, 1983;Jun 11, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9466153;Helmick Point, AK;-162.41000000;60.27000000;Jun 04, 2010;Sep 13, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9459163;Herendeen Island, Shumagin Islands, AK;-159.41833333;55.06500000;Jun 09, 2009;Aug 11, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450544;Hollis Anchorage, Kasaan Bay, AK;-132.64500000;55.48000000;Aug 02, 1905;Sep 02, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452438;Hoonah, Port Fredrick, AK;-135.44500000;58.10833333;Oct 31, 2009;Dec 06, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458964;Hump Island, Kuiukta Bay, AK;-158.59833333;56.11333333;Jul 09, 2003;Aug 12, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450364;Hydaburg, Sukkwan Strait, AK;-132.82333333;55.20166666;Aug 24, 1955;Nov 10, 2008;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9453472;ICY BAY ENTRANCE, ZONING GAUGE A, AK;-141.66333333;59.85833333;May 24, 2002;Jul 01, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9453471;ICY BAY ENTRANCE, ZONING GAUGE B, AK;-141.65500000;59.85833333;May 24, 2002;Jul 01, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9462961;ISANOTSKI STRAIT ENTRANCE, AK;-163.36333333;54.77833333;May 19, 2014;Sep 07, 2014;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469626;Ikpek Lagoon, AK;-167.27333333;65.89333333;Sep 16, 2003;Oct 03, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9453215;JOHNSTONE PASSAGE, AK;-139.70166666;59.58166666;Jun 14, 1977;Sep 23, 1977;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457634;Japanese Bay, Kodiak Island, AK;-153.68666666;56.96000000;Jun 17, 1931;Aug 14, 2014;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452210;Juneau, AK;-134.41000000;58.29833333;May 14, 1936;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455732;KALIGAN ISLAND (NORTH END),  COOK INLET, AK;-151.95166666;60.51166666;Jun 23, 1911;Aug 21, 1999;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458365;KANATAK LAGOON, PORTAGE BAY, AK;-156.05166666;57.52000000;Jun 05, 1923;Aug 02, 1984;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454951;KINGS BAY INSIDE, PRINCE WILLIAM SOUND, AK;-148.66500000;60.45666666;Sep 10, 1997;Oct 22, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457283;KODIAK, ST PAULS HARBOR, AK;-152.48333333;57.74500000;Jul 18, 1919;Oct 16, 1984;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458819;KUJULIK BAY (NORTH SHORE), AK;-157.98333333;56.61333333;Jul 23, 1925;Aug 01, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9458705;KUMLIK ISLAND (BACKUP), AK;-157.49166666;56.61666666;;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451528;Kake Harbor, Keku Strait, AK;-133.89500000;56.94833333;Nov 07, 2009;Dec 14, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450581;Kasaan Bay, AK;-132.39666666;55.53500000;May 22, 1924;Sep 05, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9455517;Kasitsna Bay, Kachemak Bay, AK;-151.56500000;59.46833333;Jun 25, 1980;Sep 02, 2008;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450460;Ketchikan, AK;-131.62666666;55.33166666;Oct 01, 1918;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9453444;Kichyatt Point, AK;-141.36666666;60.02666666;Jul 10, 1979;Sep 12, 2000;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9465953;Kinak Bay, AK;-164.21000000;59.94666666;Jun 10, 2016;Sep 29, 2016;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9459881;King Cove, AK;-162.32666666;55.06000000;Aug 14, 1917;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9491247;Kivalina Lagoon, AK;-164.53166666;67.72666666;Sep 06, 2003;Sep 27, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9491253;Kivalina, AK;-164.59166666;67.72666666;Jul 21, 1950;Oct 05, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457292;Kodiak Island, AK;-152.51333333;57.73000000;Jul 10, 1984;present;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9490424;Kotzebue, AK;-162.58166666;66.90166666;Jul 19, 1950;Oct 03, 2015;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450913;Kuiu Island, Affleck Canal, AK;-134.11500000;56.03666666;Apr 22, 2005;May 31, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9451422;LECONTE BAY, AK;-132.50166666;56.78833333;May 19, 1997;Jun 29, 1997;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452569;LEMESURIER ISLAND (BACKUP), AK;-136.03666666;58.31333333;Mar 28, 1990;Oct 25, 1990;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9452336;LINCOLN ISLAND, FAVORITE CHANNEL, AK;-134.96500000;58.49833333;May 06, 1996;May 22, 1996;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454825;LONG BAY ENTR, CULROSS PASSAGE, AK;-148.26333333;60.69166666;Jul 31, 1961;Sep 19, 1995;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469338;LOST RIVER, SEWARD PENINSULA, AK;-167.14500000;65.39000000;Jun 29, 1973;Aug 31, 2005;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454642;LOUIS BAY, AK;-147.67166666;60.46166666;Jun 08, 1978;Oct 25, 1998;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469982;Lagoon at 165 West, AK;-165.05500000;66.46166666;Sep 14, 2003;Sep 21, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9457724;Larsen Bay, Kodiak Island, AK, AK;-153.99000000;57.53000000;May 08, 1995;Sep 19, 2009;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9454713;Latouche, AK;-147.90666666;60.05333333;Jul 05, 1978;Sep 12, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9450625;Lindeman Cove, AK;-132.51166666;55.60166666;Aug 08, 2002;Sep 08, 2002;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469541;Little Diomede Island, AK;-168.95000000;65.75666666;Jul 27, 2010;Aug 29, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9466328;Lomavik, AK;-162.29666666;60.55333333;Jun 01, 2010;Sep 11, 2010;-999999;-999999;0.0;-999999;-999999;-999999;-999999
9469460;Lopp Lagoon West, AK;-168.02500000;65.62500000;Sep 09, 2003;Sep 18, 2003;-999999;-999999;0.0;-999999;-999999;-999999;-999999
